dataset,seed,method,cond,metric,value
Dunnhumby,11,BTYD_raw,all,cov50,0.37229783827061647
Dunnhumby,11,BTYD_raw,all,nMAE,0.3536543287327478
Dunnhumby,11,BTYD_raw,x>0,CRPS,7.024951568851626
Dunnhumby,11,BTYD_raw,x>0,pit_ks,0.15982616126072335
Dunnhumby,11,BTYD_raw,x>0,cov95,0.802439024390244
Dunnhumby,11,BTYD_raw,x>0,cov50,0.3699186991869919
Dunnhumby,11,BTYD_raw,x>0,nMAE,0.3526094196751186
Dunnhumby,11,BTYD_recal,all,CRPS,6.757570597277822
Dunnhumby,11,BTYD_recal,all,pit_ks,0.0920736589271417
Dunnhumby,11,BTYD_recal,all,cov95,0.8863090472377902
Dunnhumby,11,BTYD_recal,all,cov50,0.5532425940752602
Dunnhumby,11,BTYD_recal,all,nMAE,0.35617942283563364
Dunnhumby,11,BTYD_recal,x>0,CRPS,6.8327073105691065
Dunnhumby,11,BTYD_recal,x>0,pit_ks,0.09186991869918704
Dunnhumby,11,BTYD_recal,x>0,cov95,0.8861788617886179
Dunnhumby,11,BTYD_recal,x>0,cov50,0.551219512195122
Dunnhumby,11,BTYD_recal,x>0,nMAE,0.35520155842523643
Dunnhumby,12,BTYD_raw,all,CRPS,7.001155580714571
Dunnhumby,12,BTYD_raw,all,pit_ks,0.16310240820600297
Dunnhumby,12,BTYD_raw,all,cov95,0.7950360288230585
Dunnhumby,12,BTYD_raw,all,cov50,0.37469975980784626
Dunnhumby,12,BTYD_raw,all,nMAE,0.3522872755659641
Dunnhumby,12,BTYD_raw,x>0,CRPS,7.0688178738793805
Dunnhumby,12,BTYD_raw,x>0,pit_ks,0.15746474405246125
Dunnhumby,12,BTYD_raw,x>0,cov95,0.7954360228198859
Dunnhumby,12,BTYD_raw,x>0,cov50,0.3732681336593317
Dunnhumby,12,BTYD_raw,x>0,nMAE,0.35062617407639324
Dunnhumby,12,BTYD_recal,all,CRPS,6.788144832666134
Dunnhumby,12,BTYD_recal,all,pit_ks,0.10248198558847077
Dunnhumby,12,BTYD_recal,all,cov95,0.8855084067253803
Dunnhumby,12,BTYD_recal,all,cov50,0.6188951160928743
Dunnhumby,12,BTYD_recal,all,nMAE,0.35163153786104606
Dunnhumby,12,BTYD_recal,x>0,CRPS,6.8574751980440105
Dunnhumby,12,BTYD_recal,x>0,pit_ks,0.10187449062754683
Dunnhumby,12,BTYD_recal,x>0,cov95,0.8859005704971475
Dunnhumby,12,BTYD_recal,x>0,cov50,0.6177669111654441
Dunnhumby,12,BTYD_recal,x>0,nMAE,0.3499686912961803
Dunnhumby,13,BTYD_raw,all,CRPS,7.045916045336269
Dunnhumby,13,BTYD_raw,all,pit_ks,0.17580631764058718
Dunnhumby,13,BTYD_raw,all,cov95,0.7910328262610088
Dunnhumby,13,BTYD_raw,all,cov50,0.37229783827061647
Dunnhumby,13,BTYD_raw,all,nMAE,0.348950143372491
Dunnhumby,13,BTYD_raw,x>0,CRPS,7.108995299796748
Dunnhumby,13,BTYD_raw,x>0,pit_ks,0.17421366542811423
Dunnhumby,13,BTYD_raw,x>0,cov95,0.7926829268292683
Dunnhumby,13,BTYD_raw,x>0,cov50,0.37154471544715445
Dunnhumby,13,BTYD_raw,x>0,nMAE,0.3476427335640138
Dunnhumby,13,BTYD_recal,all,CRPS,6.766039253803043
Dunnhumby,13,BTYD_recal,all,pit_ks,0.10248198558847077
Dunnhumby,13,BTYD_recal,all,cov95,0.877502001601281
Dunnhumby,13,BTYD_recal,all,cov50,0.5668534827862289
Dunnhumby,13,BTYD_recal,all,nMAE,0.3477630808127525
Dunnhumby,13,BTYD_recal,x>0,CRPS,6.830224900813008
Dunnhumby,13,BTYD_recal,x>0,pit_ks,0.10162601626016265
Dunnhumby,13,BTYD_recal,x>0,cov95,0.8780487804878049
Dunnhumby,13,BTYD_recal,x>0,cov50,0.5658536585365853
Dunnhumby,13,BTYD_recal,x>0,nMAE,0.34645328719723184
Dunnhumby,14,BTYD_raw,all,CRPS,6.686891106635307
Dunnhumby,14,BTYD_raw,all,pit_ks,0.1559898182789301
Dunnhumby,14,BTYD_raw,all,cov95,0.7934347477982386
Dunnhumby,14,BTYD_raw,all,cov50,0.39951961569255406
Dunnhumby,14,BTYD_raw,all,nMAE,0.34332602548215935
Dunnhumby,14,BTYD_raw,x>0,CRPS,6.724134167599756
Dunnhumby,14,BTYD_raw,x>0,pit_ks,0.15334632180880903
Dunnhumby,14,BTYD_raw,x>0,cov95,0.7972312703583062
Dunnhumby,14,BTYD_raw,x>0,cov50,0.3998371335504886
Dunnhumby,14,BTYD_raw,x>0,nMAE,0.3410858891793662
Dunnhumby,14,BTYD_recal,all,CRPS,6.510048903122498
Dunnhumby,14,BTYD_recal,all,pit_ks,0.09296229750647489
Dunnhumby,14,BTYD_recal,all,cov95,0.8839071257005604
Dunnhumby,14,BTYD_recal,all,cov50,0.5692554043234588
Dunnhumby,14,BTYD_recal,all,nMAE,0.34915641978839
Dunnhumby,14,BTYD_recal,x>0,CRPS,6.552789785016286
Dunnhumby,14,BTYD_recal,x>0,pit_ks,0.0895765472312704
Dunnhumby,14,BTYD_recal,x>0,cov95,0.8868078175895765
Dunnhumby,14,BTYD_recal,x>0,cov50,0.5708469055374593
Dunnhumby,14,BTYD_recal,x>0,nMAE,0.3469361729260983
Ta-Feng,0,BTYD_raw,all,CRPS,0.9514461551796248
Ta-Feng,0,BTYD_raw,all,pit_ks,0.06721545264689432
Ta-Feng,0,BTYD_raw,all,cov95,0.9740248305010126
Ta-Feng,0,BTYD_raw,all,cov50,0.7533679668926653
Ta-Feng,0,BTYD_raw,all,nMAE,0.6948491036986613
Ta-Feng,0,BTYD_raw,x>0,CRPS,1.295670284662198
Ta-Feng,0,BTYD_raw,x>0,pit_ks,0.07472935436167177
Ta-Feng,0,BTYD_raw,x>0,cov95,0.968601164226495
Ta-Feng,0,BTYD_raw,x>0,cov50,0.6990650908449462
Ta-Feng,0,BTYD_raw,x>0,nMAE,0.6043562496330652
Ta-Feng,0,BTYD_recal,all,CRPS,0.9467346665492649
Ta-Feng,0,BTYD_recal,all,pit_ks,0.02705582296731268
Ta-Feng,0,BTYD_recal,all,cov95,0.979572070088932
Ta-Feng,0,BTYD_recal,all,cov50,0.7784626221713481
Ta-Feng,0,BTYD_recal,all,nMAE,0.6900839573405945
Ta-Feng,0,BTYD_recal,x>0,CRPS,1.2818355413653202
Ta-Feng,0,BTYD_recal,x>0,pit_ks,0.03225473628660491
Ta-Feng,0,BTYD_recal,x>0,cov95,0.976539072146763
Ta-Feng,0,BTYD_recal,x>0,cov50,0.7080613864879167
Ta-Feng,0,BTYD_recal,x>0,nMAE,0.5966946515587389
Ta-Feng,1,BTYD_raw,all,CRPS,0.9518996337611164
Ta-Feng,1,BTYD_raw,all,pit_ks,0.07084170385194066
Ta-Feng,1,BTYD_raw,all,cov95,0.9744650876111649
Ta-Feng,1,BTYD_raw,all,cov50,0.7481729329928678
Ta-Feng,1,BTYD_raw,all,nMAE,0.6969079632396215
Ta-Feng,1,BTYD_raw,x>0,CRPS,1.2927526684271258
Ta-Feng,1,BTYD_raw,x>0,pit_ks,0.0763556088159234
Ta-Feng,1,BTYD_raw,x>0,cov95,0.9685780223681875
Ta-Feng,1,BTYD_raw,x>0,cov50,0.6957216403337475
Ta-Feng,1,BTYD_raw,x>0,nMAE,0.6026063422956992
Ta-Feng,1,BTYD_recal,all,CRPS,0.9444921074227348
Ta-Feng,1,BTYD_recal,all,pit_ks,0.038072025276268684
Ta-Feng,1,BTYD_recal,all,cov95,0.9798362243550234
Ta-Feng,1,BTYD_recal,all,cov50,0.7479087787267764
Ta-Feng,1,BTYD_recal,all,nMAE,0.6896645389107701
Ta-Feng,1,BTYD_recal,x>0,CRPS,1.2787403067637138
Ta-Feng,1,BTYD_recal,x>0,pit_ks,0.04050068848593219
Ta-Feng,1,BTYD_recal,x>0,cov95,0.974968933072963
Ta-Feng,1,BTYD_recal,x>0,cov50,0.6818746671400675
Ta-Feng,1,BTYD_recal,x>0,nMAE,0.5947520150614815
Ta-Feng,2,BTYD_raw,all,CRPS,0.9430695448016642
Ta-Feng,2,BTYD_raw,all,pit_ks,0.08107736872626647
Ta-Feng,2,BTYD_raw,all,cov95,0.9747292418772563
Ta-Feng,2,BTYD_raw,all,cov50,0.7494056529012944
Ta-Feng,2,BTYD_raw,all,nMAE,0.6943707093821511
Ta-Feng,2,BTYD_raw,x>0,CRPS,1.2795144016903914
Ta-Feng,2,BTYD_raw,x>0,pit_ks,0.09695429669234812
Ta-Feng,2,BTYD_raw,x>0,cov95,0.9711743772241993
Ta-Feng,2,BTYD_raw,x>0,cov50,0.697508896797153
Ta-Feng,2,BTYD_raw,x>0,nMAE,0.6020146629313943
Ta-Feng,2,BTYD_recal,all,CRPS,0.9325361222153739
Ta-Feng,2,BTYD_recal,all,pit_ks,0.01768903518470194
Ta-Feng,2,BTYD_recal,all,cov95,0.9854715153649731
Ta-Feng,2,BTYD_recal,all,cov50,0.7671920401514485
Ta-Feng,2,BTYD_recal,all,nMAE,0.6909382151029749
Ta-Feng,2,BTYD_recal,x>0,CRPS,1.2575016298932387
Ta-Feng,2,BTYD_recal,x>0,pit_ks,0.026760523935919822
Ta-Feng,2,BTYD_recal,x>0,cov95,0.9830960854092526
Ta-Feng,2,BTYD_recal,x>0,cov50,0.698932384341637
Ta-Feng,2,BTYD_recal,x>0,nMAE,0.5920605590987662
Ta-Feng,3,BTYD_raw,all,CRPS,0.9515981780234656
Ta-Feng,3,BTYD_raw,all,pit_ks,0.08090304649466817
Ta-Feng,3,BTYD_raw,all,cov95,0.9756978075195915
Ta-Feng,3,BTYD_raw,all,cov50,0.752927709782513
Ta-Feng,3,BTYD_raw,all,nMAE,0.6893413821064961
Ta-Feng,3,BTYD_raw,x>0,CRPS,1.2828621927358905
Ta-Feng,3,BTYD_raw,x>0,pit_ks,0.0896070339672499
Ta-Feng,3,BTYD_raw,x>0,cov95,0.9719576719576719
Ta-Feng,3,BTYD_raw,x>0,cov50,0.7059964726631394
Ta-Feng,3,BTYD_raw,x>0,nMAE,0.5950268503385477
Ta-Feng,3,BTYD_recal,all,CRPS,0.9415037062604561
Ta-Feng,3,BTYD_recal,all,pit_ks,0.035585718466334404
Ta-Feng,3,BTYD_recal,all,cov95,0.9773707845381703
Ta-Feng,3,BTYD_recal,all,cov50,0.7686008629039359
Ta-Feng,3,BTYD_recal,all,nMAE,0.6817956572664204
Ta-Feng,3,BTYD_recal,x>0,CRPS,1.2647311097001763
Ta-Feng,3,BTYD_recal,x>0,pit_ks,0.04407962237266244
Ta-Feng,3,BTYD_recal,x>0,cov95,0.9738977072310405
Ta-Feng,3,BTYD_recal,x>0,cov50,0.7160493827160493
Ta-Feng,3,BTYD_recal,x>0,nMAE,0.5861837497081485
Ta-Feng,4,BTYD_raw,all,CRPS,0.9417550127399402
Ta-Feng,4,BTYD_raw,all,pit_ks,0.0679742326573245
Ta-Feng,4,BTYD_raw,all,cov95,0.9748172932992868
Ta-Feng,4,BTYD_raw,all,cov50,0.7524874526723606
Ta-Feng,4,BTYD_raw,all,nMAE,0.6915276638410355
Ta-Feng,4,BTYD_raw,x>0,CRPS,1.2723160220511025
Ta-Feng,4,BTYD_raw,x>0,pit_ks,0.07971255442993225
Ta-Feng,4,BTYD_raw,x>0,cov95,0.9707735386769338
Ta-Feng,4,BTYD_raw,x>0,cov50,0.696184809240462
Ta-Feng,4,BTYD_raw,x>0,nMAE,0.6012896766974853
Ta-Feng,4,BTYD_recal,all,CRPS,0.9372872043673506
Ta-Feng,4,BTYD_recal,all,pit_ks,0.03432758106790601
Ta-Feng,4,BTYD_recal,all,cov95,0.9806286871532975
Ta-Feng,4,BTYD_recal,all,cov50,0.7649027031786564
Ta-Feng,4,BTYD_recal,all,nMAE,0.6944672317929086
Ta-Feng,4,BTYD_recal,x>0,CRPS,1.2618770353517677
Ta-Feng,4,BTYD_recal,x>0,pit_ks,0.04329177254496952
Ta-Feng,4,BTYD_recal,x>0,cov95,0.9767238361918096
Ta-Feng,4,BTYD_recal,x>0,cov50,0.6923346167308365
Ta-Feng,4,BTYD_recal,x>0,nMAE,0.6011424533301924
Ta-Feng,5,BTYD_raw,all,CRPS,0.9391877531478383
Ta-Feng,5,BTYD_raw,all,pit_ks,0.06795909376113296
Ta-Feng,5,BTYD_raw,all,cov95,0.9749933961433477
Ta-Feng,5,BTYD_raw,all,cov50,0.7531038126265739
Ta-Feng,5,BTYD_raw,all,nMAE,0.6928056563059547
Ta-Feng,5,BTYD_raw,x>0,CRPS,1.2627744883849559
Ta-Feng,5,BTYD_raw,x>0,pit_ks,0.080049756256235
Ta-Feng,5,BTYD_raw,x>0,cov95,0.972212389380531
Ta-Feng,5,BTYD_raw,x>0,cov50,0.7061946902654868
Ta-Feng,5,BTYD_raw,x>0,nMAE,0.5966399137517969
Ta-Feng,5,BTYD_recal,all,CRPS,0.9321804712512107
Ta-Feng,5,BTYD_recal,all,pit_ks,0.022797912952237653
Ta-Feng,5,BTYD_recal,all,cov95,0.9747292418772563
Ta-Feng,5,BTYD_recal,all,cov50,0.7708021484546975
Ta-Feng,5,BTYD_recal,all,nMAE,0.6884440567467058
Ta-Feng,5,BTYD_recal,x>0,CRPS,1.250936977699115
Ta-Feng,5,BTYD_recal,x>0,pit_ks,0.040004947161164095
Ta-Feng,5,BTYD_recal,x>0,cov95,0.9716814159292035
Ta-Feng,5,BTYD_recal,x>0,cov50,0.715929203539823
Ta-Feng,5,BTYD_recal,x>0,nMAE,0.5909199808337326
Ta-Feng,6,BTYD_raw,all,CRPS,0.9455794471471339
Ta-Feng,6,BTYD_raw,all,pit_ks,0.06777084211029105
Ta-Feng,6,BTYD_raw,all,cov95,0.9743770361891344
Ta-Feng,6,BTYD_raw,all,cov50,0.7501100642775381
Ta-Feng,6,BTYD_raw,all,nMAE,0.6931127462181801
Ta-Feng,6,BTYD_raw,x>0,CRPS,1.2747416283822492
Ta-Feng,6,BTYD_raw,x>0,pit_ks,0.07934067006804929
Ta-Feng,6,BTYD_raw,x>0,cov95,0.9705623127093249
Ta-Feng,6,BTYD_raw,x>0,cov50,0.6953992596509783
Ta-Feng,6,BTYD_raw,x>0,nMAE,0.6001957643708845
Ta-Feng,6,BTYD_recal,all,CRPS,0.9412067486131901
Ta-Feng,6,BTYD_recal,all,pit_ks,0.037478353126852326
Ta-Feng,6,BTYD_recal,all,cov95,0.9792198644008101
Ta-Feng,6,BTYD_recal,all,cov50,0.7828651932728714
Ta-Feng,6,BTYD_recal,all,nMAE,0.6914674832046067
Ta-Feng,6,BTYD_recal,x>0,CRPS,1.2656198857747223
Ta-Feng,6,BTYD_recal,x>0,pit_ks,0.053073896291071065
Ta-Feng,6,BTYD_recal,x>0,cov95,0.9753216992772783
Ta-Feng,6,BTYD_recal,x>0,cov50,0.7354133615371056
Ta-Feng,6,BTYD_recal,x>0,nMAE,0.5958948804650886
Ta-Feng,7,BTYD_raw,all,CRPS,0.944088592112794
Ta-Feng,7,BTYD_raw,all,pit_ks,0.06680719524443102
Ta-Feng,7,BTYD_raw,all,cov95,0.975785858941622
Ta-Feng,7,BTYD_raw,all,cov50,0.7533679668926653
Ta-Feng,7,BTYD_raw,all,nMAE,0.6855100568233066
Ta-Feng,7,BTYD_raw,x>0,CRPS,1.2781022701092681
Ta-Feng,7,BTYD_raw,x>0,pit_ks,0.06808829581183629
Ta-Feng,7,BTYD_raw,x>0,cov95,0.9717395120238722
Ta-Feng,7,BTYD_raw,x>0,cov50,0.7007196770229945
Ta-Feng,7,BTYD_raw,x>0,nMAE,0.5941792782305005
Ta-Feng,7,BTYD_recal,all,CRPS,0.9394801363036014
Ta-Feng,7,BTYD_recal,all,pit_ks,0.03679608919006161
Ta-Feng,7,BTYD_recal,all,cov95,0.9704147221977635
Ta-Feng,7,BTYD_recal,all,cov50,0.7442106190014969
Ta-Feng,7,BTYD_recal,all,nMAE,0.6820375214214847
Ta-Feng,7,BTYD_recal,x>0,CRPS,1.2704907446024223
Ta-Feng,7,BTYD_recal,x>0,pit_ks,0.041139977876154976
Ta-Feng,7,BTYD_recal,x>0,cov95,0.9654203967000176
Ta-Feng,7,BTYD_recal,x>0,cov50,0.6824644549763034
Ta-Feng,7,BTYD_recal,x>0,nMAE,0.5879511059371362
Ta-Feng,8,BTYD_raw,all,CRPS,0.9487781970921016
Ta-Feng,8,BTYD_raw,all,pit_ks,0.06964991741576926
Ta-Feng,8,BTYD_raw,all,cov95,0.9742009333450735
Ta-Feng,8,BTYD_raw,all,cov50,0.7514308356079951
Ta-Feng,8,BTYD_raw,all,nMAE,0.680742790822248
Ta-Feng,8,BTYD_raw,x>0,CRPS,1.270902759683863
Ta-Feng,8,BTYD_raw,x>0,pit_ks,0.08092497376701402
Ta-Feng,8,BTYD_raw,x>0,cov95,0.9716866423484454
Ta-Feng,8,BTYD_raw,x>0,cov50,0.7027965954490186
Ta-Feng,8,BTYD_raw,x>0,nMAE,0.5880577276908924
Ta-Feng,8,BTYD_recal,all,CRPS,0.9422684384960818
Ta-Feng,8,BTYD_recal,all,pit_ks,0.03658917008980472
Ta-Feng,8,BTYD_recal,all,cov95,0.9736726248128907
Ta-Feng,8,BTYD_recal,all,cov50,0.747644624460685
Ta-Feng,8,BTYD_recal,all,nMAE,0.6748950986519061
Ta-Feng,8,BTYD_recal,x>0,CRPS,1.2599548841410457
Ta-Feng,8,BTYD_recal,x>0,pit_ks,0.04648573819387636
Ta-Feng,8,BTYD_recal,x>0,cov95,0.9704707312836547
Ta-Feng,8,BTYD_recal,x>0,cov50,0.6809101962827862
Ta-Feng,8,BTYD_recal,x>0,nMAE,0.5816467341306348
Ta-Feng,9,BTYD_raw,all,CRPS,0.9496572873558158
Ta-Feng,9,BTYD_raw,all,pit_ks,0.0645597638178721
Ta-Feng,9,BTYD_raw,all,cov95,0.9739367790789821
Ta-Feng,9,BTYD_raw,all,cov50,0.7534560183146958
Ta-Feng,9,BTYD_raw,all,nMAE,0.6955820189991364
Ta-Feng,9,BTYD_raw,x>0,CRPS,1.279232077767592
Ta-Feng,9,BTYD_raw,x>0,pit_ks,0.06992826093881904
Ta-Feng,9,BTYD_raw,x>0,cov95,0.9703160467958791
Ta-Feng,9,BTYD_raw,x>0,cov50,0.7029858564693556
Ta-Feng,9,BTYD_raw,x>0,nMAE,0.6037202731339769
Ta-Feng,9,BTYD_recal,all,CRPS,0.9465478073434886
Ta-Feng,9,BTYD_recal,all,pit_ks,0.029007563220943444
Ta-Feng,9,BTYD_recal,all,cov95,0.9785154530245663
Ta-Feng,9,BTYD_recal,all,cov50,0.7760852337765255
Ta-Feng,9,BTYD_recal,all,nMAE,0.6895595654742966
Ta-Feng,9,BTYD_recal,x>0,CRPS,1.2685674887375589
Ta-Feng,9,BTYD_recal,x>0,pit_ks,0.02870906310032373
Ta-Feng,9,BTYD_recal,x>0,cov95,0.9750305570106513
Ta-Feng,9,BTYD_recal,x>0,cov50,0.7082242011524358
Ta-Feng,9,BTYD_recal,x>0,nMAE,0.5993642571226748
Ta-Feng,10,BTYD_raw,all,CRPS,0.9512287403968918
Ta-Feng,10,BTYD_raw,all,pit_ks,0.07975381505528673
Ta-Feng,10,BTYD_raw,all,cov95,0.9745531390331954
Ta-Feng,10,BTYD_raw,all,cov50,0.7512547327639342
Ta-Feng,10,BTYD_raw,all,nMAE,0.6952342084977101
Ta-Feng,10,BTYD_raw,x>0,CRPS,1.2906021204365783
Ta-Feng,10,BTYD_raw,x>0,pit_ks,0.0876460734631086
Ta-Feng,10,BTYD_raw,x>0,cov95,0.9690886480724817
Ta-Feng,10,BTYD_raw,x>0,cov50,0.7031444306271096
Ta-Feng,10,BTYD_raw,x>0,nMAE,0.6027797450424929
Ta-Feng,10,BTYD_recal,all,CRPS,0.9417563673505327
Ta-Feng,10,BTYD_recal,all,pit_ks,0.017962805102507362
Ta-Feng,10,BTYD_recal,all,cov95,0.9830941269701505
Ta-Feng,10,BTYD_recal,all,cov50,0.7564497666637316
Ta-Feng,10,BTYD_recal,all,nMAE,0.6834897746338366
Ta-Feng,10,BTYD_recal,x>0,CRPS,1.2707252243737786
Ta-Feng,10,BTYD_recal,x>0,pit_ks,0.025166576399013152
Ta-Feng,10,BTYD_recal,x>0,cov95,0.9785041748090247
Ta-Feng,10,BTYD_recal,x>0,cov50,0.6901758749333807
Ta-Feng,10,BTYD_recal,x>0,nMAE,0.5884088762983947
Ta-Feng,11,BTYD_raw,all,CRPS,0.9452841997226379
Ta-Feng,11,BTYD_raw,all,pit_ks,0.06511661709846839
Ta-Feng,11,BTYD_raw,all,cov95,0.9732323677027384
Ta-Feng,11,BTYD_raw,all,cov50,0.7570661266179449
Ta-Feng,11,BTYD_raw,all,nMAE,0.6923986179305328
Ta-Feng,11,BTYD_raw,x>0,CRPS,1.2649273927663862
Ta-Feng,11,BTYD_raw,x>0,pit_ks,0.07170830513329868
Ta-Feng,11,BTYD_raw,x>0,cov95,0.9703820539782685
Ta-Feng,11,BTYD_raw,x>0,cov50,0.7099544339291973
Ta-Feng,11,BTYD_raw,x>0,nMAE,0.5990831115054718
Ta-Feng,11,BTYD_recal,all,CRPS,0.9399823175134279
Ta-Feng,11,BTYD_recal,all,pit_ks,0.012536234751893083
Ta-Feng,11,BTYD_recal,all,cov95,0.9685656423351238
Ta-Feng,11,BTYD_recal,all,cov50,0.7763493880426169
Ta-Feng,11,BTYD_recal,all,nMAE,0.6856019276232043
Ta-Feng,11,BTYD_recal,x>0,CRPS,1.2555190837714687
Ta-Feng,11,BTYD_recal,x>0,pit_ks,0.02239579565939076
Ta-Feng,11,BTYD_recal,x>0,cov95,0.9652996845425867
Ta-Feng,11,BTYD_recal,x>0,cov50,0.7202944269190326
Ta-Feng,11,BTYD_recal,x>0,nMAE,0.5903578822833482
Ta-Feng,12,BTYD_raw,all,CRPS,0.9517961870982654
Ta-Feng,12,BTYD_raw,all,pit_ks,0.07963468157534404
Ta-Feng,12,BTYD_raw,all,cov95,0.9728801620146166
Ta-Feng,12,BTYD_raw,all,cov50,0.7493176014792639
Ta-Feng,12,BTYD_raw,all,nMAE,0.6959155888359428
Ta-Feng,12,BTYD_raw,x>0,CRPS,1.280343261463595
Ta-Feng,12,BTYD_raw,x>0,pit_ks,0.08417790448588658
Ta-Feng,12,BTYD_raw,x>0,cov95,0.96864657725135
Ta-Feng,12,BTYD_raw,x>0,cov50,0.700226441386518
Ta-Feng,12,BTYD_raw,x>0,nMAE,0.6043868921775898
Ta-Feng,12,BTYD_recal,all,CRPS,0.9422320574095271
Ta-Feng,12,BTYD_recal,all,pit_ks,0.03128956376853298
Ta-Feng,12,BTYD_recal,all,cov95,0.9727921105925861
Ta-Feng,12,BTYD_recal,all,cov50,0.7329400369815973
Ta-Feng,12,BTYD_recal,all,nMAE,0.6851372815974587
Ta-Feng,12,BTYD_recal,x>0,CRPS,1.2635503124891132
Ta-Feng,12,BTYD_recal,x>0,pit_ks,0.028393877684202706
Ta-Feng,12,BTYD_recal,x>0,cov95,0.968472391569413
Ta-Feng,12,BTYD_recal,x>0,cov50,0.6551123497648493
Ta-Feng,12,BTYD_recal,x>0,nMAE,0.5926708949964764
Ta-Feng,13,BTYD_raw,all,CRPS,0.9446001983908603
Ta-Feng,13,BTYD_raw,all,pit_ks,0.08073820009556643
Ta-Feng,13,BTYD_raw,all,cov95,0.9762261160517742
Ta-Feng,13,BTYD_raw,all,cov50,0.7523113498282997
Ta-Feng,13,BTYD_raw,all,nMAE,0.6904048656499636
Ta-Feng,13,BTYD_raw,x>0,CRPS,1.2676019024731324
Ta-Feng,13,BTYD_raw,x>0,pit_ks,0.09631697623002694
Ta-Feng,13,BTYD_raw,x>0,cov95,0.9749823819591261
Ta-Feng,13,BTYD_raw,x>0,cov50,0.702431289640592
Ta-Feng,13,BTYD_raw,x>0,nMAE,0.5965798334219387
Ta-Feng,13,BTYD_recal,all,CRPS,0.9347791747820726
Ta-Feng,13,BTYD_recal,all,pit_ks,0.024682990386935277
Ta-Feng,13,BTYD_recal,all,cov95,0.9852954125209122
Ta-Feng,13,BTYD_recal,all,cov50,0.7642863432244431
Ta-Feng,13,BTYD_recal,all,nMAE,0.6823257080610021
Ta-Feng,13,BTYD_recal,x>0,CRPS,1.2485711761804088
Ta-Feng,13,BTYD_recal,x>0,pit_ks,0.045817301406177346
Ta-Feng,13,BTYD_recal,x>0,cov95,0.9848484848484849
Ta-Feng,13,BTYD_recal,x>0,cov50,0.7036645525017619
Ta-Feng,13,BTYD_recal,x>0,nMAE,0.5842636895268475
Ta-Feng,14,BTYD_raw,all,CRPS,0.9527522122919786
Ta-Feng,14,BTYD_raw,all,pit_ks,0.07693222917916126
Ta-Feng,14,BTYD_raw,all,cov95,0.9727040591705556
Ta-Feng,14,BTYD_raw,all,cov50,0.7475565730386545
Ta-Feng,14,BTYD_raw,all,nMAE,0.6937260212141728
Ta-Feng,14,BTYD_raw,x>0,CRPS,1.2821993672634835
Ta-Feng,14,BTYD_raw,x>0,pit_ks,0.08129077092322678
Ta-Feng,14,BTYD_raw,x>0,cov95,0.9704686118479222
Ta-Feng,14,BTYD_raw,x>0,cov50,0.6984969053934571
Ta-Feng,14,BTYD_raw,x>0,nMAE,0.5985547265143059
Ta-Feng,14,BTYD_recal,all,CRPS,0.9430178335828122
Ta-Feng,14,BTYD_recal,all,pit_ks,0.006926261634980668
Ta-Feng,14,BTYD_recal,all,cov95,0.9783393501805054
Ta-Feng,14,BTYD_recal,all,cov50,0.751606938452056
Ta-Feng,14,BTYD_recal,all,nMAE,0.6858045587903407
Ta-Feng,14,BTYD_recal,x>0,CRPS,1.261744505039788
Ta-Feng,14,BTYD_recal,x>0,pit_ks,0.01636505857455972
Ta-Feng,14,BTYD_recal,x>0,cov95,0.9775419982316534
Ta-Feng,14,BTYD_recal,x>0,cov50,0.6778072502210434
Ta-Feng,14,BTYD_recal,x>0,nMAE,0.5883908113506844
